"plot";"abbr";"layer";"cov";"voucher";"comment";"history"
"H5-01";"trif prat prat";"hl";1;;;" | Changed trif prat To trif prat prat 2012-11-27 18:46:57"
"H5-01";"vero cham cham";"hl";2;;;
"H5-02";"achi mill";"hl";3;;;
"H5-02";"aden alpi";"hl";3;;;" | Changed aden glab To aden alpi 2012-11-27 18:47:07"
"H5-02";"ajug rept";"hl";2;;;
"H5-02";"alch spec ies";"hl";6;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H5-02";"arab cili";"hl";1;"2009-0108";;
"H5-02";"camp sche";"hl";2;;;
"H5-02";"card defl viri";"hl";1;;;" | Changed card defl defl To card defl viri 2012-11-27 18:47:01"
"H5-02";"care cary";"hl";3;;;
"H5-02";"care digi";"hl";3;;;
"H5-02";"care ferr";"hl";2;;;
"H5-02";"care pall";"hl";2;;;
"H5-02";"clin alpi alpi";"hl";5;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H5-02";"crep aure aure";"hl";1;;;" | Changed crep aure To crep aure aure 2012-11-27 18:47:04"
"H5-02";"croc albi";"hl";2;;;
"H5-02";"fest rubr rubr";"hl";3;;;
"H5-02";"gali anis";"hl";5;;;
"H5-02";"gent vern vern";"hl";1;;;
"H5-02";"geum riva";"hl";1;;;
"H5-02";"myos alpe";"hl";4;;;
"H5-02";"pers vivi";"hl";2;;;" | Changed poly vivi To pers vivi 2012-11-27 18:46:56"
"H5-02";"plan lanc";"hl";2;;;
"H5-02";"plat bifo";"hl";1;;;
"H5-02";"pote erec";"hl";4;;;
"H5-02";"rume alpe";"hl";2;;;" | Changed rume arif To rume alpe 2012-11-27 18:47:01"
"H5-02";"sedu albu";"hl";1;;;
"H5-02";"sene abro abro";"hl";2;;;" | Changed sene abro To sene abro abro 2012-11-27 18:47:07"
"H5-02";"thym prae poly";"hl";3;;;
"H5-02";"trif prat prat";"hl";4;;;" | Changed trif prat To trif prat prat 2012-11-27 18:46:57"
"H5-02";"vera albu slat";"hl";2;;;" | Changed vera albu To vera albu slat 2012-11-27 18:47:05"
"H5-02";"vero cham cham";"hl";3;;;
"H5-02";"vero frut cans";"hl";1;;;" | Changed vero frus To vero frut cans 2012-11-27 18:47:07"
"H5-03";"achi mill";"hl";2;;;
"H5-03";"alch spec ies";"hl";7;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H5-03";"bell pere";"hl";1;;;
"H5-03";"camp sche";"hl";3;;;
"H5-03";"care digi";"hl";2;;;
"H5-03";"care ferr";"hl";3;;;
"H5-03";"care flac";"hl";2;;;
"H5-03";"care nigr";"hl";3;;;" | Changed care fusc To care nigr 2012-11-27 18:47:07"
"H5-03";"clin alpi alpi";"hl";5;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H5-03";"crep aure aure";"hl";1;;;" | Changed crep aure To crep aure aure 2012-11-27 18:47:04"
"H5-03";"croc albi";"hl";2;;;
"H5-03";"fest rubr rubr";"hl";3;;;
"H5-03";"gali anis";"hl";4;;;
"H5-03";"gent vern vern";"hl";3;;;
"H5-03";"hype macu";"hl";2;;;
"H5-03";"luzu sylv sylv";"hl";1;;;" | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05"
"H5-03";"myos alpe";"hl";3;;;
"H5-03";"plan lanc";"hl";4;;;
"H5-03";"poa alpi";"hl";2;;;
"H5-03";"pote aure";"hl";2;;;
"H5-03";"pote erec";"hl";4;;;
"H5-03";"sene abro abro";"hl";4;;;" | Changed sene abro To sene abro abro 2012-11-27 18:47:07"
"H5-03";"sesl caer";"hl";2;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H5-03";"thym prae poly";"hl";5;;;
"H5-03";"trif prat prat";"hl";4;;;" | Changed trif prat To trif prat prat 2012-11-27 18:46:57"
"H5-03";"vero cham cham";"hl";3;;;
"H5-04";"aden alli";"hl";7;;;
"H5-04";"ajug rept";"hl";3;;;
"H5-04";"alch spec ies";"hl";5;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H5-04";"bell pere";"hl";3;;;
"H5-04";"care nigr";"hl";3;;;" | Changed care fusc To care nigr 2012-11-27 18:47:07"
"H5-04";"crep aure aure";"hl";4;;;" | Changed crep aure To crep aure aure 2012-11-27 18:47:04"
"H5-04";"dact glom glom";"hl";3;;;" | Changed dact glom To dact glom glom 2012-11-27 18:46:56"
"H5-04";"fest rubr rubr";"hl";3;;;
"H5-04";"gali anis";"hl";2;;;
"H5-04";"gymn robe";"hl";2;;;
"H5-04";"leon hisp hisp";"hl";2;;;
"H5-04";"luzu mult";"hl";3;"2009-0112";;
"H5-04";"myos alpe";"hl";5;;;
"H5-04";"pice abie";"hl";1;;;
"H5-04";"plan lanc";"hl";4;;;
"H5-04";"plat bifo";"hl";2;;;
"H5-04";"poa alpi";"hl";5;;;
"H5-04";"ranu mont";"hl";3;;;
"H5-04";"rume alpe";"hl";3;;;" | Changed rume arif To rume alpe 2012-11-27 18:47:01"
"H5-04";"trif prat prat";"hl";3;;;" | Changed trif prat To trif prat prat 2012-11-27 18:46:57"
"H5-04";"vera albu slat";"hl";3;;;" | Changed vera albu To vera albu slat 2012-11-27 18:47:05"
"H5-04";"vero cham cham";"hl";5;;;
"H5-04";"vero frut cans";"hl";2;;;" | Changed vero frus To vero frut cans 2012-11-27 18:47:07"
"H5-04";"viol bifl";"hl";2;;;
"H5-05";"achi mill";"hl";2;;;
"H5-05";"alch spec ies";"hl";4;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H5-05";"camp sche";"hl";2;;;
"H5-05";"card defl viri";"hl";3;;;" | Changed card defl defl To card defl viri 2012-11-27 18:47:01"
"H5-05";"care digi";"hl";2;;;
"H5-05";"care ferr";"hl";2;;;
"H5-05";"clin alpi alpi";"hl";6;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H5-05";"crep aure aure";"hl";1;;;" | Changed crep aure To crep aure aure 2012-11-27 18:47:04"
"H5-05";"croc albi";"hl";3;;;
"H5-05";"cyst alpi";"hl";2;;;" | Changed cyst frag alpi To cyst alpi 2012-11-27 18:47:07"
"H5-05";"fest rubr rubr";"hl";3;;;
"H5-05";"gali anis";"hl";4;;;
"H5-05";"lotu corn corn";"hl";2;;;
"H5-05";"myos alpe";"hl";5;;;
"H5-05";"plan lanc";"hl";2;;;
"H5-05";"plat bifo";"hl";1;;;
"H5-05";"poa alpi";"hl";3;;;
"H5-05";"pote erec";"hl";3;;;
"H5-05";"rume alpe";"hl";2;;;" | Changed rume arif To rume alpe 2012-11-27 18:47:01"
"H5-05";"sedu albu";"hl";1;;;
"H5-05";"thym prae poly";"hl";3;;;
"H5-05";"trif prat prat";"hl";4;;;" | Changed trif prat To trif prat prat 2012-11-27 18:46:57"
"H5-05";"urti dioi dioi";"hl";2;;;" | Changed urti dioi To urti dioi dioi 2012-11-27 18:47:08"
"H5-05";"vero cham cham";"hl";6;;;
"H5-05";"viol bifl";"hl";2;;;
"H5-06";"achi mill";"hl";2;;;
"H5-06";"alch spec ies";"hl";4;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H5-06";"arab cili";"hl";3;;;
"H5-06";"botr luna";"hl";1;;;
"H5-06";"camp sche";"hl";2;;;
"H5-06";"card defl viri";"hl";2;;;" | Changed card defl defl To card defl viri 2012-11-27 18:47:01"
"H5-06";"care cary";"hl";3;;;
"H5-06";"care digi";"hl";3;;;
"H5-06";"care ferr";"hl";3;;;
"H5-06";"clin alpi alpi";"hl";8;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H5-06";"croc albi";"hl";3;;;
"H5-06";"fest rubr rubr";"hl";3;;;
"H5-06";"gali anis";"hl";5;;;
"H5-06";"gent vern vern";"hl";2;;;
"H5-06";"hipp como";"hl";3;;;
"H5-06";"hype macu";"hl";2;;;
"H5-06";"myos alpe";"hl";4;;;
"H5-06";"neot ustu";"hl";1;;;" | Changed orch ustu To neot ustu 2012-11-27 18:47:02"
"H5-06";"plan lanc";"hl";3;;;
"H5-06";"poa alpi";"hl";2;;;
"H5-06";"poly alpe alpe";"hl";2;;;" | Changed poly alpe To poly alpe alpe 2012-11-27 18:47:05"
"H5-06";"pote erec";"hl";3;;;
"H5-06";"ranu repe";"hl";2;;;
"H5-06";"sesl caer";"hl";2;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H5-06";"thes alpi";"hl";1;;;
"H5-06";"thym prae poly";"hl";4;;;
"H5-06";"trif prat prat";"hl";4;;;" | Changed trif prat To trif prat prat 2012-11-27 18:46:57"
"H5-06";"vero cham cham";"hl";3;;;
"H5-06";"vero frut cans";"hl";2;;;" | Changed vero frus To vero frut cans 2012-11-27 18:47:07"
"H5-07";"aden alli";"hl";8;;;
"H5-07";"alch spec ies";"hl";3;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H5-07";"camp sche";"hl";3;;;
"H5-07";"card defl viri";"hl";2;;;" | Changed card defl defl To card defl viri 2012-11-27 18:47:01"
"H5-07";"chry alte";"hl";3;;;
"H5-07";"clin alpi alpi";"hl";3;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H5-07";"crep aure aure";"hl";3;;;" | Changed crep aure To crep aure aure 2012-11-27 18:47:04"
"H5-07";"croc albi";"hl";2;;;
"H5-07";"cyst alpi";"hl";3;;;" | Changed cyst frag alpi To cyst alpi 2012-11-27 18:47:07"
"H5-07";"dact glom glom";"hl";2;;;" | Changed dact glom To dact glom glom 2012-11-27 18:46:56"
"H5-07";"fest rubr rubr";"hl";2;;;
"H5-07";"frag vesc";"hl";2;;;
"H5-07";"gali albu";"hl";4;;;
"H5-07";"gali anis";"hl";3;;;
"H5-07";"gymn cono cono";"hl";1;;;" | Changed gymn cono To gymn cono cono 2012-11-27 18:46:57"
"H5-07";"gymn robe";"hl";2;;;
"H5-07";"hype macu";"hl";2;;;
"H5-07";"moeh musc";"hl";3;;;
"H5-07";"myos alpe";"hl";4;;;
"H5-07";"orig vulg";"hl";2;;;
"H5-07";"phyt orbi";"hl";1;;;
"H5-07";"poa nemo";"hl";2;;;
"H5-07";"pote erec";"hl";3;;;
"H5-07";"rume alpe";"hl";5;;;" | Changed rume arif To rume alpe 2012-11-27 18:47:01"
"H5-07";"stel medi";"hl";2;;;
"H5-07";"trif prat prat";"hl";2;;;" | Changed trif prat To trif prat prat 2012-11-27 18:46:57"
"H5-07";"urti dioi dioi";"hl";4;;;" | Changed urti dioi To urti dioi dioi 2012-11-27 18:47:08"
"H5-07";"vacc myrt";"hl";3;;;
"H5-07";"vera albu slat";"hl";2;;;" | Changed vera albu To vera albu slat 2012-11-27 18:47:05"
"H5-07";"vero cham cham";"hl";5;;;
"H5-07";"vero frut cans";"hl";3;;;" | Changed vero frus To vero frut cans 2012-11-27 18:47:07"
"H5-07";"viol bifl";"hl";5;;;
"H5-08";"achi mill";"hl";4;;;
"H5-08";"ajug rept";"hl";2;;;
"H5-08";"alch spec ies";"hl";3;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H5-08";"bell pere";"hl";3;;;
"H5-08";"camp sche";"hl";2;;;
"H5-08";"card defl viri";"hl";2;;;" | Changed card defl defl To card defl viri 2012-11-27 18:47:01"
"H5-08";"care digi";"hl";2;;;
"H5-08";"care ferr";"hl";3;;;
"H5-08";"care pall";"hl";2;;;
"H5-08";"clin alpi alpi";"hl";8;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H5-08";"croc albi";"hl";2;;;
"H5-08";"fest rubr rubr";"hl";3;;;
"H5-08";"gali anis";"hl";3;;;
"H5-08";"myos alpe";"hl";3;;;
"H5-08";"poa alpi";"hl";2;;;
"H5-08";"pote aure";"hl";2;;;
"H5-08";"pote erec";"hl";4;;;
"H5-08";"sesl caer";"hl";2;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H5-08";"thym prae poly";"hl";3;;;
"H5-08";"vero cham cham";"hl";6;;;
"H5-08";"vero frut cans";"hl";2;;;" | Changed vero frus To vero frut cans 2012-11-27 18:47:07"
"H5-09";"achi mill";"hl";3;;;
"H5-09";"ajug rept";"hl";2;;;
"H5-09";"alch spec ies";"hl";6;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H5-09";"apos foet";"hl";3;;;
"H5-09";"arab cili";"hl";2;;;
"H5-09";"briz medi";"hl";4;;;
"H5-09";"camp sche";"hl";3;;;
"H5-09";"card defl viri";"hl";3;;;" | Changed card defl defl To card defl viri 2012-11-27 18:47:01"
"H5-09";"care cary";"hl";3;;;
"H5-09";"care digi";"hl";2;;;
"H5-09";"care flac";"hl";3;;;
"H5-09";"care pall";"hl";3;;;
"H5-09";"carl acau acau";"hl";2;;;
"H5-09";"clin alpi alpi";"hl";5;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H5-09";"croc albi";"hl";3;;;
"H5-09";"cyno cris";"hl";2;;;
"H5-09";"euph offi rost";"hl";2;;;" | Changed euph rost mont To euph offi rost 2012-11-27 18:47:02"
"H5-09";"fest prat appe";"hl";2;;;" | Changed fest prat apen To fest prat appe 2012-11-27 18:46:58"
"H5-09";"gali albu";"hl";2;;;
"H5-09";"gali anis";"hl";4;;;
"H5-09";"gent vern vern";"hl";2;;;
"H5-09";"lotu corn corn";"hl";3;;;
"H5-09";"luzu camp";"hl";4;;;
"H5-09";"luzu pilo";"hl";2;;;
"H5-09";"lysi nemo";"hl";2;;;
"H5-09";"mala mono mono";"hl";1;;;" | Changed micr mono To mala mono mono 2012-11-27 18:47:08"
"H5-09";"myos alpe";"hl";4;;;
"H5-09";"phyt orbi";"hl";4;;;
"H5-09";"plan lanc";"hl";3;;;
"H5-09";"plan medi";"hl";3;;;
"H5-09";"poa alpi";"hl";3;;;
"H5-09";"pote aure";"hl";3;;;
"H5-09";"pote erec";"hl";3;;;
"H5-09";"prun vulg";"hl";2;;;
"H5-09";"rume alpe";"hl";3;;;" | Changed rume arif To rume alpe 2012-11-27 18:47:01"
"H5-09";"sene abro abro";"hl";5;;;" | Changed sene abro To sene abro abro 2012-11-27 18:47:07"
"H5-09";"sesl caer";"hl";3;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H5-09";"trif prat prat";"hl";5;;;" | Changed trif prat To trif prat prat 2012-11-27 18:46:57"
"H5-09";"vera albu slat";"hl";5;;;" | Changed vera albu To vera albu slat 2012-11-27 18:47:05"
"H5-09";"vero cham cham";"hl";3;;;
"H5-09";"viol bifl";"hl";3;;;
"H5-10";"achi mill";"hl";1;;;
"H5-10";"alch spec ies";"hl";5;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H5-10";"arab cili";"hl";2;;;
"H5-10";"briz medi";"hl";3;;;
"H5-10";"camp sche";"hl";3;;;
"H5-10";"card defl viri";"hl";4;;;" | Changed card defl defl To card defl viri 2012-11-27 18:47:01"
"H5-10";"care cary";"hl";3;;;
"H5-10";"care flac";"hl";2;;;
"H5-10";"care nigr";"hl";4;;;" | Changed care fusc To care nigr 2012-11-27 18:47:07"
"H5-10";"care pall";"hl";3;;;
"H5-10";"cent jace jace";"hl";1;;;
"H5-10";"clin alpi alpi";"hl";3;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H5-10";"crep aure aure";"hl";1;;;" | Changed crep aure To crep aure aure 2012-11-27 18:47:04"
"H5-10";"croc albi";"hl";3;;;
"H5-10";"dact glom glom";"hl";1;;;" | Changed dact glom To dact glom glom 2012-11-27 18:46:56"
"H5-10";"euph offi rost";"hl";2;;;" | Changed euph rost mont To euph offi rost 2012-11-27 18:47:02"
"H5-10";"fest rubr rubr";"hl";3;;;
"H5-10";"gali anis";"hl";3;;;
"H5-10";"hype macu";"hl";3;;;
"H5-10";"luzu camp";"hl";3;;;
"H5-10";"luzu pilo";"hl";2;;;
"H5-10";"lysi nemo";"hl";2;;;
"H5-10";"myos alpe";"hl";3;;;
"H5-10";"orig vulg";"hl";2;;;
"H5-10";"phyt orbi";"hl";3;;;
"H5-10";"plan lanc";"hl";3;;;
"H5-10";"plan medi";"hl";4;;;
"H5-10";"poa alpi";"hl";2;;;
"H5-10";"poly alpe alpe";"hl";2;;;" | Changed poly alpe To poly alpe alpe 2012-11-27 18:47:05"
"H5-10";"pote aure";"hl";3;;;
"H5-10";"pote erec";"hl";3;;;
"H5-10";"prun vulg";"hl";1;;;
"H5-10";"ranu mont";"hl";3;;;
"H5-10";"sene abro abro";"hl";1;;;" | Changed sene abro To sene abro abro 2012-11-27 18:47:07"
"H5-10";"sesl caer";"hl";1;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H5-10";"sold alpi";"hl";2;;;
"H5-10";"thes alpi";"hl";2;;;
"H5-10";"thym prae poly";"hl";3;;;
"H5-10";"trif prat prat";"hl";4;;;" | Changed trif prat To trif prat prat 2012-11-27 18:46:57"
"H5-10";"vera albu slat";"hl";3;;;" | Changed vera albu To vera albu slat 2012-11-27 18:47:05"
"H5-10";"vero cham cham";"hl";3;;;
"H5-10";"vero offi";"hl";1;;;
"H5-10";"viol bifl";"hl";3;;;
"H6-01";"anth vuln alpi";"hl";3;;;" | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00"
"H6-01";"bart alpi";"hl";2;;;
"H6-01";"bell mich";"hl";3;;;" | Changed aste bell To bell mich 2012-11-27 18:47:03"
"H6-01";"bisc laev laev";"hl";3;;;
"H6-01";"camp sche";"hl";3;;;
"H6-01";"care ferr";"hl";8;;;
"H6-01";"care orni elon";"hl";2;;;
"H6-01";"care semp semp";"hl";6;;;" | Changed care semp To care semp semp 2012-11-27 18:46:57"
"H6-01";"gent clus clus";"hl";2;;;" | Changed gent clus To gent clus clus 2012-11-27 18:46:59"
"H6-01";"gent vern vern";"hl";2;;;
"H6-01";"heli numm glab";"hl";3;;;
"H6-01";"hier bifi";"hl";1;;;
"H6-01";"hier vill";"hl";3;;;
"H6-01";"hipp como";"hl";3;;;
"H6-01";"homo alpi";"hl";3;;;
"H6-01";"lotu corn corn";"hl";4;;;
"H6-01";"mute adon";"hl";1;;;" | Changed ligu muta To mute adon 2012-11-27 18:47:08"
"H6-01";"pers vivi";"hl";3;;;" | Changed poly vivi To pers vivi 2012-11-27 18:46:56"
"H6-01";"phyt orbi";"hl";2;;;
"H6-01";"pinu mugo";"hl";1;;;
"H6-01";"poly alpe alpe";"hl";2;;;" | Changed poly alpe To poly alpe alpe 2012-11-27 18:47:05"
"H6-01";"poly cham";"hl";2;;;
"H6-01";"ranu alpe";"hl";2;;;
"H6-01";"ranu mont";"hl";3;;;
"H6-01";"rhod cham";"hl";1;;;
"H6-01";"scab luci luci";"hl";2;;;
"H6-01";"sela sela";"hl";2;;;
"H6-01";"sene abro abro";"hl";4;;;" | Changed sene abro To sene abro abro 2012-11-27 18:47:07"
"H6-01";"sesl caer";"hl";3;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H6-01";"sold alpi";"hl";3;;;
"H6-01";"vacc myrt";"hl";2;;;
"H6-02";"anth vuln alpi";"hl";3;;;" | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00"
"H6-02";"bell mich";"hl";3;;;" | Changed aste bell To bell mich 2012-11-27 18:47:03"
"H6-02";"bisc laev laev";"hl";3;;;
"H6-02";"camp sche";"hl";3;;;
"H6-02";"care ferr";"hl";1;;;
"H6-02";"care orni elon";"hl";3;"2009-0101";;
"H6-02";"care semp semp";"hl";7;;;" | Changed care semp To care semp semp 2012-11-27 18:46:57"
"H6-02";"crep alpe";"hl";2;;;
"H6-02";"gent clus clus";"hl";2;;;" | Changed gent clus To gent clus clus 2012-11-27 18:46:59"
"H6-02";"gent vern vern";"hl";1;;;
"H6-02";"heli numm glab";"hl";3;;;
"H6-02";"homo alpi";"hl";3;;;
"H6-02";"leon hisp hyos";"hl";4;;;
"H6-02";"lotu corn corn";"hl";3;;;
"H6-02";"mute adon";"hl";3;;;" | Changed ligu muta To mute adon 2012-11-27 18:47:08"
"H6-02";"pers vivi";"hl";3;;;" | Changed poly vivi To pers vivi 2012-11-27 18:46:56"
"H6-02";"phyt orbi";"hl";2;;;
"H6-02";"ping alpi";"hl";2;;;
"H6-02";"pote aure";"hl";3;;;
"H6-02";"ranu alpe";"hl";2;;;
"H6-02";"ranu mont";"hl";4;;;
"H6-02";"rhod cham";"hl";2;;;
"H6-02";"sela sela";"hl";3;;;
"H6-02";"sene abro abro";"hl";2;;;" | Changed sene abro To sene abro abro 2012-11-27 18:47:07"
"H6-02";"sesl caer";"hl";6;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H6-02";"sold alpi";"hl";3;;;
"H6-02";"viol bifl";"hl";3;;;
"H6-03";"achi clav";"hl";2;;;
"H6-03";"andr cham";"hl";2;;;
"H6-03";"anth vuln alpi";"hl";3;;;" | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00"
"H6-03";"bell mich";"hl";3;;;" | Changed aste bell To bell mich 2012-11-27 18:47:03"
"H6-03";"bisc laev laev";"hl";2;;;
"H6-03";"camp sche";"hl";3;;;
"H6-03";"care ferr";"hl";3;;;
"H6-03";"care firm";"hl";2;;;
"H6-03";"care orni elon";"hl";2;;;
"H6-03";"care semp semp";"hl";8;;;" | Changed care semp To care semp semp 2012-11-27 18:46:57"
"H6-03";"clin alpi alpi";"hl";2;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H6-03";"drya octo";"hl";1;;;
"H6-03";"euph offi pict";"hl";2;;;" | Changed euph pict To euph offi pict 2012-11-27 18:47:09"
"H6-03";"fest pumi";"hl";2;;;" | Changed fest quad To fest pumi 2012-11-27 18:47:09"
"H6-03";"gali anis";"hl";2;;;
"H6-03";"gent clus clus";"hl";2;;;" | Changed gent clus To gent clus clus 2012-11-27 18:46:59"
"H6-03";"gent vern vern";"hl";3;;;
"H6-03";"heli numm glab";"hl";4;;;
"H6-03";"heli numm gran";"hl";1;;;
"H6-03";"hier vill";"hl";3;;;
"H6-03";"homo alpi";"hl";3;;;
"H6-03";"leon hisp hyos";"hl";2;;;
"H6-03";"lotu corn corn";"hl";4;;;
"H6-03";"pers vivi";"hl";2;;;" | Changed poly vivi To pers vivi 2012-11-27 18:46:56"
"H6-03";"phyt orbi";"hl";3;;;
"H6-03";"poly alpe alpe";"hl";2;;;" | Changed poly alpe To poly alpe alpe 2012-11-27 18:47:05"
"H6-03";"poly cham";"hl";2;;;
"H6-03";"pote erec";"hl";2;;;
"H6-03";"rhod cham";"hl";2;;;
"H6-03";"scab luci luci";"hl";2;;;
"H6-03";"sela sela";"hl";2;;;
"H6-03";"sene abro abro";"hl";1;;;" | Changed sene abro To sene abro abro 2012-11-27 18:47:07"
"H6-03";"sesl caer";"hl";3;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H6-03";"sold alpi";"hl";3;;;
"H6-03";"tofi caly";"hl";2;;;
"H6-03";"vero aphy";"hl";2;;;
"H6-03";"viol bifl";"hl";2;;;
"H6-04";"andr cham";"hl";2;;;
"H6-04";"anth vuln alpi";"hl";3;;;" | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00"
"H6-04";"bell mich";"hl";3;;;" | Changed aste bell To bell mich 2012-11-27 18:47:03"
"H6-04";"bisc laev laev";"hl";3;;;
"H6-04";"briz medi";"hl";2;;;
"H6-04";"camp sche";"hl";3;;;
"H6-04";"care ferr";"hl";5;;;
"H6-04";"care semp semp";"hl";6;;;" | Changed care semp To care semp semp 2012-11-27 18:46:57"
"H6-04";"carl acau acau";"hl";2;;;
"H6-04";"clin alpi alpi";"hl";2;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H6-04";"euph offi pict";"hl";2;;;" | Changed euph pict To euph offi pict 2012-11-27 18:47:09"
"H6-04";"fest pumi";"hl";3;;;" | Changed fest quad To fest pumi 2012-11-27 18:47:09"
"H6-04";"gent clus clus";"hl";3;;;" | Changed gent clus To gent clus clus 2012-11-27 18:46:59"
"H6-04";"gent vern vern";"hl";2;;;
"H6-04";"heli numm glab";"hl";3;;;
"H6-04";"hier vill";"hl";3;"2009-0102";;
"H6-04";"homo alpi";"hl";2;;;
"H6-04";"hupe sela";"hl";2;;;
"H6-04";"leon hisp hyos";"hl";3;;;
"H6-04";"leuc hall";"hl";2;;;
"H6-04";"lotu corn corn";"hl";3;;;
"H6-04";"mute adon";"hl";2;;;" | Changed ligu muta To mute adon 2012-11-27 18:47:08"
"H6-04";"pers vivi";"hl";2;;;" | Changed poly vivi To pers vivi 2012-11-27 18:46:56"
"H6-04";"phyt orbi";"hl";3;;;
"H6-04";"pice abie";"hl";1;;;
"H6-04";"ping alpi";"hl";3;;;
"H6-04";"poly amar ella";"hl";2;;;" | Changed poly amar To poly amar ella 2012-11-27 18:46:56"
"H6-04";"ranu alpe";"hl";2;;;
"H6-04";"ranu mont";"hl";2;;;
"H6-04";"rhod cham";"hl";3;;;
"H6-04";"scab luci luci";"hl";3;;;
"H6-04";"sela sela";"hl";3;;;
"H6-04";"sene abro abro";"hl";3;;;" | Changed sene abro To sene abro abro 2012-11-27 18:47:07"
"H6-04";"sesl caer";"hl";4;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H6-04";"sold alpi";"hl";3;;;
"H6-04";"thym prae poly";"hl";2;;;
"H6-04";"viol bifl";"hl";3;;;
"H6-05";"achi clav";"hl";2;;;
"H6-05";"alch spec ies";"hl";2;;;" | Changed alch vulg To alch spec ies 2012-11-27 18:46:55"
"H6-05";"anth vuln alpi";"hl";3;;;" | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00"
"H6-05";"arab cili";"hl";1;"2009-0109";;
"H6-05";"bart alpi";"hl";3;;;
"H6-05";"bell mich";"hl";3;;;" | Changed aste bell To bell mich 2012-11-27 18:47:03"
"H6-05";"bisc laev laev";"hl";2;;;
"H6-05";"camp sche";"hl";3;;;
"H6-05";"care ferr";"hl";7;;;
"H6-05";"care semp semp";"hl";4;;;" | Changed care semp To care semp semp 2012-11-27 18:46:57"
"H6-05";"carl acau acau";"hl";1;;;
"H6-05";"clin alpi alpi";"hl";2;;;" | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01"
"H6-05";"crep alpe";"hl";2;;;
"H6-05";"drya octo";"hl";3;;;
"H6-05";"euph offi pict";"hl";2;;;" | Changed euph pict To euph offi pict 2012-11-27 18:47:09"
"H6-05";"gali anis";"hl";2;;;
"H6-05";"gent clus clus";"hl";2;;;" | Changed gent clus To gent clus clus 2012-11-27 18:46:59"
"H6-05";"gent vern vern";"hl";2;;;
"H6-05";"heli numm glab";"hl";3;;;
"H6-05";"homo alpi";"hl";3;;;
"H6-05";"hupe sela";"hl";2;;;
"H6-05";"lotu corn corn";"hl";4;;;
"H6-05";"lyco anno";"hl";2;;;
"H6-05";"mute adon";"hl";3;;;" | Changed ligu muta To mute adon 2012-11-27 18:47:08"
"H6-05";"phyt orbi";"hl";3;;;
"H6-05";"poa alpi";"hl";2;;;
"H6-05";"pote erec";"hl";1;;;
"H6-05";"ranu mont";"hl";3;;;
"H6-05";"rhod hirs";"hl";3;;;
"H6-05";"scab luci luci";"hl";2;;;
"H6-05";"sene abro abro";"hl";3;;;" | Changed sene abro To sene abro abro 2012-11-27 18:47:07"
"H6-05";"sesl caer";"hl";3;;;" | Changed sesl albi To sesl caer 2012-11-27 18:46:58"
"H6-05";"sold alpi";"hl";3;;;
"H6-05";"thes alpi";"hl";1;;;
"H6-05";"vacc myrt";"hl";2;;;
"H6-05";"vero alpi";"hl";2;;;
"H6-05";"viol bifl";"hl";3;;;
